timestamp(America/Toronto),score,temp,humid,co2,voc,pm25
2021-04-24 02:25:00,86.9,22.2,35.3,746.5,314.3,3.1
2021-04-24 02:30:00,86.9,22.2,35.3,749.2,312.2,3.1
2021-04-24 02:35:00,86.9,22.1,35.0,745.8,296.7,3.1
2021-04-24 02:40:00,87.0,22.2,35.2,747.7,295.3,3.1
2021-04-24 02:45:00,87.0,22.2,35.6,764.8,296.8,3.1
2021-04-24 02:50:00,86.1,22.2,35.2,759.6,351.5,3.0
2021-04-24 02:55:00,86.0,22.2,35.0,758.7,315.8,3.0
2021-04-24 03:00:00,86.0,22.1,34.9,755.7,305.2,3.0
2021-04-24 03:05:00,86.0,22.1,34.8,755.2,297.3,3.0
2021-04-24 03:10:00,86.2,22.1,34.8,752.9,291.8,3.2
2021-04-24 03:15:00,86.0,22.2,34.7,760.0,290.4,3.0
2021-04-24 03:20:00,86.0,22.1,34.7,763.3,289.1,3.0
2021-04-24 03:25:00,86.0,22.1,34.7,761.6,287.0,2.9
2021-04-24 03:30:00,86.1,22.1,34.6,745.3,281.3,3.0
2021-04-24 03:35:00,86.8,22.0,34.8,733.7,281.4,3.1
2021-04-24 03:40:00,87.0,22.0,35.0,735.3,281.0,3.0
2021-04-24 03:45:00,86.9,22.0,34.9,737.0,278.6,3.1
2021-04-24 03:50:00,87.0,22.0,34.8,738.6,278.6,3.0
2021-04-24 03:55:00,86.3,22.0,34.5,738.8,275.4,3.0
2021-04-24 04:00:00,86.3,22.0,34.5,737.1,276.0,3.0
2021-04-24 04:05:00,86.7,22.0,34.5,729.8,272.7,3.0
2021-04-24 04:10:00,87.0,22.0,34.8,732.3,275.5,3.1
2021-04-24 04:15:00,86.7,22.0,34.6,734.0,275.3,3.0
2021-04-24 04:20:00,87.0,21.9,34.5,724.4,273.2,2.9
2021-04-24 04:25:00,87.0,21.9,34.4,719.3,272.5,2.9
2021-04-24 04:30:00,86.9,22.0,34.3,717.3,274.1,3.0
2021-04-24 04:35:00,86.7,22.0,34.2,718.4,273.8,2.9
2021-04-24 04:40:00,87.0,21.9,34.1,711.6,270.2,2.8
2021-04-24 04:45:00,87.0,21.9,34.1,704.6,269.2,2.9
2021-04-24 04:50:00,87.0,21.9,34.1,699.2,266.5,3.0
2021-04-24 04:55:00,87.0,21.9,34.3,701.8,272.5,3.0
2021-04-24 05:00:00,86.9,21.9,34.1,702.4,288.1,3.0
2021-04-24 05:05:00,86.8,21.9,34.1,715.6,278.6,2.9
2021-04-24 05:10:00,86.5,21.8,34.0,722.4,267.9,3.0
2021-04-24 05:15:00,86.8,21.8,33.9,717.2,264.4,3.0
2021-04-24 05:20:00,87.0,21.7,33.8,705.4,263.5,2.9
2021-04-24 05:25:00,87.0,21.7,33.8,700.5,262.8,2.9
2021-04-24 05:30:00,87.0,21.7,33.8,698.3,263.9,3.0
2021-04-24 05:35:00,87.0,21.7,33.8,699.8,263.2,3.0
2021-04-24 05:40:00,87.0,21.7,33.8,702.1,264.3,2.9
2021-04-24 05:45:00,87.0,21.7,33.7,689.2,271.2,2.9
2021-04-24 05:50:00,86.2,21.7,33.8,685.6,317.1,2.9
2021-04-24 05:55:00,87.0,21.7,34.0,690.5,287.3,2.9
2021-04-24 06:00:00,87.0,21.6,33.8,689.8,277.8,2.9
2021-04-24 06:05:00,87.0,21.7,33.7,689.1,277.6,3.0
2021-04-24 06:10:00,87.0,21.6,33.8,696.9,275.1,3.0
2021-04-24 06:15:00,87.0,21.6,33.5,685.6,267.9,2.9
2021-04-24 06:20:00,87.0,21.5,33.5,665.0,264.9,3.1
2021-04-24 06:25:00,87.0,21.6,33.6,667.1,266.9,3.0
2021-04-24 06:30:00,87.0,21.7,33.6,686.0,267.1,2.8
2021-04-24 06:35:00,87.0,21.6,33.6,699.0,270.2,2.9
2021-04-24 06:40:00,86.4,21.6,33.5,694.5,291.1,2.8
2021-04-24 06:45:00,86.1,21.7,33.7,705.5,292.8,2.8
2021-04-24 06:50:00,86.0,21.7,34.0,729.7,290.2,3.0
2021-04-24 06:55:00,86.0,21.7,34.1,748.1,289.6,3.0
2021-04-24 07:00:00,86.0,21.7,34.0,761.4,287.3,3.0
